4,rot,1,12.589062549693,,0 shift
4,rot,2,16.3193837795683,,6 warp
4,rot,3,17.8611716844977,,39 warp
4,rot,1,12.589062549693,,76 rot
4,rot,2,16.3193837795683,,81 shift
4,rot,3,17.8611716844977,,105 warp
4,shift,1,15.7838733988313,,127 rot
4,shift,2,30.8452135348048,,127 shift
4,shift,3,34.8550663405081,,127 warp
4,warp,1,15.5006310329001,,184 warp
4,warp,2,17.7713838457406,,267 warp
4,warp,3,20.1243264285684,,309 warp
0,rot,1,19.3395154891821,,432 rot
0,rot,2,35.7895519912039,,493 rot
0,rot,3,55.157068403203,,501 rot
0,shift,1,56.1022207854311,,501 shift
0,shift,2,45.2748451254148,,501 warp
0,shift,3,46.672457691769,,503 rot
0,warp,1,34.5793887316617,,503 warp
0,warp,2,59.6662715065494,,0.80188679245283
0,warp,3,101.553922271476,,
6,warp,1,22.5945043068593,,
6,warp,2,19.5883054180618,,
6,warp,3,29.6135817218034,,
6,shift,1,20.1875137005751,,
6,shift,2,22.6846083988841,,
6,shift,3,23.81849401138,,
6,rot,1,13.3692883825392,,
6,rot,2,18.4847803585318,,
6,rot,3,21.1579426099975,,
11,rot,1,10.6998308096635,,
11,rot,2,13.6024886257255,,
11,rot,3,15.8969208053422,,
11,shift,1,13.0493418405765,,
11,shift,2,14.1907632974491,,
11,shift,3,20.5098887426134,,
11,warp,1,11.9252010098819,,
11,warp,2,13.8659308805,,
11,warp,3,14.1160651797182,,
16,rot,1,32.9623238170167,,
16,rot,2,45.2743511396169,,
16,rot,3,50.089340882234,,
16,shift,1,39.8811905166331,,
16,shift,2,54.5136747530387,,
16,shift,3,65.4905391055874,,
16,warp,1,37.3683426844844,,
16,warp,2,48.5495780381505,,
16,warp,3,63.6248634511161,,
20,rot,1,23.8190662250996,,
20,rot,2,29.9049404577813,,
20,rot,3,29.5284761291055,,
20,shift,1,28.761170811092,,
20,shift,2,29.081510364884,,
20,shift,3,32.1560397937149,,
20,warp,1,29.7006962527951,,
20,warp,2,32.5375654709674,,
20,warp,3,39.6413338869965,,
28,warp,1,15.1297442398418,,
28,warp,2,16.6326476700832,,
28,warp,3,16.273996740027,,
28,shift,1,12.7756529709885,,
28,shift,2,15.1253305700897,,
28,shift,3,14.5548974179187,,
28,rot,1,12.327993873919,,
28,rot,2,15.1488427778824,,
28,rot,3,15.3553592906759,,
